task_type,scaffold,correct,prompt,response,a,b,correct_product,claimed,is_correct_claim,trigger,first_letter,last_letter,base_count,bonus,expected_word_count,difficulty,has_number,has_question,word_count,conditions_true,expected,has_3_letter,has_6_letter,rules,has_cat,has_dog,vowel_count,consonant_count,expected_format,sentence_count
logic_generation,baseline,True,"Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over 67?""

What is your response? Give ONLY your response, nothing else.",Two conditions true.,,,,,,The quick brown fox jumps over 67?,,,,,,compound_conditional,True,True,6,3,3,,,,,,,,,
logic_generation,baseline,False,"Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""Hello there?""

What is your response? Give ONLY your response, nothing else.",One word.,,,,,,Hello there?,,,,,,compound_conditional,False,True,2,1,1,,,,,,,,,
logic_generation,baseline,False,"Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Never stop is table""

What is your response? Give ONLY your response, nothing else.",Keep it moving forward.,,,,,,Never stop is table,N,e,5,2,7,position_letter_rule,,,,,,,,,,,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Strong rhythm myths""

What is your response? Give ONLY your response, nothing else.",Certainly.,,,,,,Strong rhythm myths,,,,,,vowel_consonant_rule,,,,,,,,,,,1,16,starts_with_consonant,
logic_generation,baseline,False,"Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Help mend that""

What is your response? Give ONLY your response, nothing else.",Okay.,,,,,,Help mend that,,,,,,vowel_consonant_rule,,,,,,,,,,,3,9,starts_with_consonant,
logic_generation,baseline,True,"Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Sphinx rhythms sync""

What is your response? Give ONLY your response, nothing else.",Consonants,,,,,,Sphinx rhythms sync,,,,,,vowel_consonant_rule,,,,,,,,,,,1,16,starts_with_consonant,
logic_generation,baseline,False,"Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Purple rain is table""

What is your response? Give ONLY your response, nothing else.",Life's full of surprises.,,,,,,Purple rain is table,P,e,5,2,7,position_letter_rule,,,,,,,,,,,,,,
logic_generation,baseline,False,"Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 3 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 8 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""About they something other time red hat.""

What is your response? Give ONLY your response, nothing else.",Eight words are required for this situation.,,,,,,About they something other time red hat.,,,,,8,word_length_conditional,,,,,,True,False,"{(True, True): 3, (True, False): 8, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,baseline,False,"Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over?""

What is your response? Give ONLY your response, nothing else.",Two conditions true.,,,,,,The quick brown fox jumps over?,,,,,,compound_conditional,False,True,6,2,2,,,,,,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 4 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 6 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""That their different have first.""

What is your response? Give ONLY your response, nothing else.",BANANA THUNDERSTORM,,,,,,That their different have first.,,,,,phrase,word_length_conditional,,,,,,False,False,"{(True, True): 4, (True, False): 6, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""My cat loves to nap all day""

What is your response? Give ONLY your response, nothing else.",CAT ONLY,,,,,,My cat loves to nap all day,,,,,,nested_conditional,,,7,,CAT ONLY,,,,True,False,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""My cat loves to nap all day""

What is your response? Give ONLY your response, nothing else.",CAT ONLY,,,,,,My cat loves to nap all day,,,,,,nested_conditional,,,7,,CAT ONLY,,,,True,False,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""I went to the store yesterday""

What is your response? Give ONLY your response, nothing else.",6,,,,,,I went to the store yesterday,,,,,,nested_conditional,,,6,,6,,,,False,False,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Aerie aioli aqueous""

What is your response? Give ONLY your response, nothing else.",Excellent,,,,,,Aerie aioli aqueous,,,,,,vowel_consonant_rule,,,,,,,,,,,13,4,starts_with_vowel,
logic_generation,baseline,True,"Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over 1?""

What is your response? Give ONLY your response, nothing else.",Two conditions true.,,,,,,The quick brown fox jumps over 1?,,,,,,compound_conditional,True,True,6,3,3,,,,,,,,,
logic_generation,baseline,False,"Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Soft wind is invite""

What is your response? Give ONLY your response, nothing else.",Seven breezes whisper near us.,,,,,,Soft wind is invite,S,e,5,2,7,position_letter_rule,,,,,,,,,,,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""Music plays softly in the background""

What is your response? Give ONLY your response, nothing else.",6,,,,,,Music plays softly in the background,,,,,,nested_conditional,,,6,,6,,,,False,False,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""The dog ran through the park happily""

What is your response? Give ONLY your response, nothing else.",DOG ONLY,,,,,,The dog ran through the park happily,,,,,,nested_conditional,,,7,,DOG ONLY,,,,False,True,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Bold step next""

What is your response? Give ONLY your response, nothing else.",Necessity.,,,,,,Bold step next,,,,,,vowel_consonant_rule,,,,,,,,,,,3,9,starts_with_consonant,
logic_generation,baseline,True,"Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 4 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 7 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""First call other they something.""

What is your response? Give ONLY your response, nothing else.",BANANA THUNDERSTORM,,,,,,First call other they something.,,,,,phrase,word_length_conditional,,,,,,False,False,"{(True, True): 4, (True, False): 7, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""My cat chased the dog around""

What is your response? Give ONLY your response, nothing else.",BOTH,,,,,,My cat chased the dog around,,,,,,nested_conditional,,,6,,BOTH,,,,True,True,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""Stop now. Think about it.""

What is your response? Give ONLY your response, nothing else.",What should I think about?,,,,,,Stop now. Think about it.,,,,,,sentence_word_rule,,,5,,,,,,,,,,question,2
logic_generation,baseline,False,"Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Help mend that""

What is your response? Give ONLY your response, nothing else.",Okay.,,,,,,Help mend that,,,,,,vowel_consonant_rule,,,,,,,,,,,3,9,starts_with_consonant,
logic_generation,baseline,True,"Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""The old rusty car drove slowly down the long winding country road""

What is your response? Give ONLY your response, nothing else.",the old rusty car drove slowly down the long winding country road,,,,,,The old rusty car drove slowly down the long winding country road,,,,,,sentence_word_rule,,,12,,,,,,,,,,all_lowercase,1
logic_generation,baseline,True,"Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""The cat and dog played together""

What is your response? Give ONLY your response, nothing else.",BOTH,,,,,,The cat and dog played together,,,,,,nested_conditional,,,6,,BOTH,,,,True,True,,,,
logic_generation,baseline,False,"Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""Hello there?""

What is your response? Give ONLY your response, nothing else.",One word.,,,,,,Hello there?,,,,,,compound_conditional,False,True,2,1,1,,,,,,,,,
logic_generation,baseline,False,"Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""Hello there 26?""

What is your response? Give ONLY your response, nothing else.",Three conditions true.,,,,,,Hello there 26?,,,,,,compound_conditional,True,True,2,2,2,,,,,,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""Birds fly south""

What is your response? Give ONLY your response, nothing else.",BIRDS FLY SOUTH,,,,,,Birds fly south,,,,,,sentence_word_rule,,,3,,,,,,,,,,ALL_CAPS,1
logic_generation,baseline,True,"Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Strong rhythm myths""

What is your response? Give ONLY your response, nothing else.",Considerably,,,,,,Strong rhythm myths,,,,,,vowel_consonant_rule,,,,,,,,,,,1,16,starts_with_consonant,
logic_generation,baseline,False,"Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Hidden gem is smooth""

What is your response? Give ONLY your response, nothing else.","Five words are needed, right?",,,,,,Hidden gem is smooth,H,h,3,0,3,position_letter_rule,,,,,,,,,,,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""I see a bee outside""

What is your response? Give ONLY your response, nothing else.",Interesting!,,,,,,I see a bee outside,,,,,,vowel_consonant_rule,,,,,,,,,,,10,5,starts_with_vowel,
logic_generation,baseline,True,"Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 2 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 8 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""Children that place number first father with.""

What is your response? Give ONLY your response, nothing else.",Oneword,,,,,,Children that place number first father with.,,,,,1,word_length_conditional,,,,,,False,True,"{(True, True): 2, (True, False): 8, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,baseline,False,"Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Delicious cake is table""

What is your response? Give ONLY your response, nothing else.","Tasty treat, undeniably scrumptious.",,,,,,Delicious cake is table,D,e,3,2,5,position_letter_rule,,,,,,,,,,,,,,
logic_generation,baseline,True,"Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Strong rhythm myths""

What is your response? Give ONLY your response, nothing else.",Consonants,,,,,,Strong rhythm myths,,,,,,vowel_consonant_rule,,,,,,,,,,,1,16,starts_with_consonant,
logic_generation,baseline,True,"Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""Hello there.""

What is your response? Give ONLY your response, nothing else.",NONE,,,,,,Hello there.,,,,,,compound_conditional,False,False,2,0,NONE,,,,,,,,,
logic_generation,baseline,True,"Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over 25?""

What is your response? Give ONLY your response, nothing else.",Two conditions true.,,,,,,The quick brown fox jumps over 25?,,,,,,compound_conditional,True,True,6,3,3,,,,,,,,,
logic_generation,baseline,True,"Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over?""

What is your response? Give ONLY your response, nothing else.",Two conditions.,,,,,,The quick brown fox jumps over?,,,,,,compound_conditional,False,True,6,2,2,,,,,,,,,
logic_generation,baseline,False,"Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""Hello there. How are you today.""

What is your response? Give ONLY your response, nothing else.",How can I help you?,,,,,,Hello there. How are you today.,,,,,,sentence_word_rule,,,6,,,,,,,,,,exclamation,2
logic_generation,baseline,True,"Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Bold step next""

What is your response? Give ONLY your response, nothing else.",Strategy.,,,,,,Bold step next,,,,,,vowel_consonant_rule,,,,,,,,,,,3,9,starts_with_consonant,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Trysts glyph synths""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",Glyphs,,,,,,Trysts glyph synths,,,,,,vowel_consonant_rule,,,,,,,,,,,0,17,starts_with_consonant,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""The cat sat on the mat quietly""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",CAT ONLY,,,,,,The cat sat on the mat quietly,,,,,,nested_conditional,,,7,,CAT ONLY,,,,True,False,,,,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""My cat chased the dog around""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",BOTH,,,,,,My cat chased the dog around,,,,,,nested_conditional,,,6,,BOTH,,,,True,True,,,,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""I see a bee outside""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",On it!,,,,,,I see a bee outside,,,,,,vowel_consonant_rule,,,,,,,,,,,10,5,starts_with_vowel,
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""Time moves forward""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",TIME MOVES FORWARD,,,,,,Time moves forward,,,,,,sentence_word_rule,,,3,,,,,,,,,,ALL_CAPS,1
logic_generation,self_monitor,True,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 2 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 7 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""Sun cat little school made picture sound first that.""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",exactly 2 words,,,,,,Sun cat little school made picture sound first that.,,,,,2,word_length_conditional,,,,,,True,True,"{(True, True): 2, (True, False): 7, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
logic_generation,self_monitor,False,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Quiet night is perfect""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",Five words.,,,,,,Quiet night is perfect,Q,t,5,0,5,position_letter_rule,,,,,,,,,,,,,,
logic_generation,self_monitor,False,"Before answering, I want you to:
1. Work through the problem step by step
2. State what value you computed
3. Hold that value in mind
4. Then check it against what's being asked
5. Only then give your final answer

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 3 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 7 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""Country that sound called about time mother.""

What is your response? Give ONLY your response, nothing else.

Remember: compute, hold, check, then answer.",Seven letters.,,,,,,Country that sound called about time mother.,,,,,1,word_length_conditional,,,,,,False,True,"{(True, True): 3, (True, False): 7, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,
